Emma hoped that the hippo rolled .	* hippo ( x _ 4 ) ; hope . agent ( x _ 1 , Emma ) AND hope . ccomp ( x _ 1 , x _ 5 ) AND roll . theme ( x _ 5 , x _ 4 )	exposure_example_unacc_subj
A pumpkin was squeezed .	pumpkin ( x _ 1 ) AND squeeze . theme ( x _ 3 , x _ 1 )	exposure_example_passive
The girl liked that Leah teleported Sophia the cake in a house .	* girl ( x _ 1 ) ; * cake ( x _ 8 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND teleport . agent ( x _ 5 , Leah ) AND teleport . recipient ( x _ 5 , Sophia ) AND teleport . theme ( x _ 5 , x _ 8 ) AND cake . nmod . in ( x _ 8 , x _ 11 ) AND house ( x _ 11 )	exposure_example_do_dative
Paula	Paula	primitive
Paula	Paula	primitive
The buyer forwarded Emma Charlie .	* buyer ( x _ 1 ) ; forward . agent ( x _ 2 , x _ 1 ) AND forward . recipient ( x _ 2 , Emma ) AND forward . theme ( x _ 2 , Charlie )	exposure_example_obj_proper
Wyatt baked .	bake . agent ( x _ 1 , Wyatt )	exposure_example_obj_omitted_transitive
The hedgehog burned the bear .	* hedgehog ( x _ 1 ) ; * bear ( x _ 4 ) ; burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 )	exposure_example_subj_common
crawl	LAMBDA a . LAMBDA e . crawl . agent ( e , a )	primitive
The sandwich shattered .	* sandwich ( x _ 1 ) ; shatter . theme ( x _ 2 , x _ 1 )	exposure_example_unacc
Emma ate the cockroach on a road .	* cockroach ( x _ 3 ) ; eat . agent ( x _ 1 , Emma ) AND eat . theme ( x _ 1 , x _ 3 ) AND cockroach . nmod . on ( x _ 3 , x _ 6 ) AND road ( x _ 6 )	exposure_example_obj_common
Emma blessed Charlotte .	bless . agent ( x _ 1 , Emma ) AND bless . theme ( x _ 1 , Charlotte )	exposure_example_active
Emma blessed a cake beside the seat .	* seat ( x _ 6 ) ; bless . agent ( x _ 1 , Emma ) AND bless . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 )	exposure_example_active
crawl	LAMBDA a . LAMBDA e . crawl . agent ( e , a )	primitive
A baby lended the cockroach to the dog .	* cockroach ( x _ 4 ) ; * dog ( x _ 7 ) ; baby ( x _ 1 ) AND lend . agent ( x _ 2 , x _ 1 ) AND lend . theme ( x _ 2 , x _ 4 ) AND lend . recipient ( x _ 2 , x _ 7 )	exposure_example_obj_common
A monkey baked .	monkey ( x _ 1 ) AND bake . agent ( x _ 2 , x _ 1 )	exposure_example_obj_omitted_transitive
The boy appreciated that a hippo floated .	* boy ( x _ 1 ) ; appreciate . agent ( x _ 2 , x _ 1 ) AND appreciate . ccomp ( x _ 2 , x _ 6 ) AND hippo ( x _ 5 ) AND float . theme ( x _ 6 , x _ 5 )	exposure_example_unacc_subj
A book shattered .	book ( x _ 1 ) AND shatter . theme ( x _ 2 , x _ 1 )	exposure_example_unacc
The girl teleported Penelope a cake in a box .	* girl ( x _ 1 ) ; teleport . agent ( x _ 2 , x _ 1 ) AND teleport . recipient ( x _ 2 , Penelope ) AND teleport . theme ( x _ 2 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . in ( x _ 5 , x _ 8 ) AND box ( x _ 8 )	exposure_example_do_dative
The cat wished that the hippo rolled .	* cat ( x _ 1 ) ; * hippo ( x _ 5 ) ; wish . agent ( x _ 2 , x _ 1 ) AND wish . ccomp ( x _ 2 , x _ 6 ) AND roll . theme ( x _ 6 , x _ 5 )	exposure_example_unacc_subj
Liam reddened a cockroach .	redden . agent ( x _ 1 , Liam ) AND redden . theme ( x _ 1 , x _ 3 ) AND cockroach ( x _ 3 )	exposure_example_obj_common
Emma blessed the student .	* student ( x _ 3 ) ; bless . agent ( x _ 1 , Emma ) AND bless . theme ( x _ 1 , x _ 3 )	exposure_example_active
The hippo floated .	* hippo ( x _ 1 ) ; float . theme ( x _ 2 , x _ 1 )	exposure_example_unacc_subj
Lina painted a donut in the shoe .	* shoe ( x _ 6 ) ; paint . agent ( x _ 1 , Lina ) AND paint . theme ( x _ 1 , x _ 3 ) AND donut ( x _ 3 ) AND donut . nmod . in ( x _ 3 , x _ 6 )	exposure_example_subj_proper
A sandwich was squeezed .	sandwich ( x _ 1 ) AND squeeze . theme ( x _ 3 , x _ 1 )	exposure_example_passive
Emma teleported Ella a cake .	teleport . agent ( x _ 1 , Emma ) AND teleport . recipient ( x _ 1 , Ella ) AND teleport . theme ( x _ 1 , x _ 4 ) AND cake ( x _ 4 )	exposure_example_do_dative
crawl	LAMBDA a . LAMBDA e . crawl . agent ( e , a )	primitive
A boy painted a cockroach .	boy ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND cockroach ( x _ 4 )	exposure_example_obj_common
The creature grew Charlie .	* creature ( x _ 1 ) ; grow . agent ( x _ 2 , x _ 1 ) AND grow . theme ( x _ 2 , Charlie )	exposure_example_obj_proper
Ethan blessed a shirt .	bless . agent ( x _ 1 , Ethan ) AND bless . theme ( x _ 1 , x _ 3 ) AND shirt ( x _ 3 )	exposure_example_active
A pickle was squeezed .	pickle ( x _ 1 ) AND squeeze . theme ( x _ 3 , x _ 1 )	exposure_example_passive
Ellie shipped a donut on a bed in a bucket to the girl .	* girl ( x _ 12 ) ; ship . agent ( x _ 1 , Ellie ) AND ship . theme ( x _ 1 , x _ 3 ) AND ship . recipient ( x _ 1 , x _ 12 ) AND donut ( x _ 3 ) AND donut . nmod . on ( x _ 3 , x _ 6 ) AND bed ( x _ 6 ) AND bed . nmod . in ( x _ 6 , x _ 9 ) AND bucket ( x _ 9 )	exposure_example_pp_dative
A hedgehog tossed a gumball beside the tree .	* tree ( x _ 7 ) ; hedgehog ( x _ 1 ) AND toss . agent ( x _ 2 , x _ 1 ) AND toss . theme ( x _ 2 , x _ 4 ) AND gumball ( x _ 4 ) AND gumball . nmod . beside ( x _ 4 , x _ 7 )	exposure_example_subj_common
Lina painted Ava .	paint . agent ( x _ 1 , Lina ) AND paint . theme ( x _ 1 , Ava )	exposure_example_subj_proper
A hat was squeezed .	hat ( x _ 1 ) AND squeeze . theme ( x _ 3 , x _ 1 )	exposure_example_passive
Lina longed to walk .	long . agent ( x _ 1 , Lina ) AND long . xcomp ( x _ 1 , x _ 3 ) AND walk . agent ( x _ 3 , Lina )	exposure_example_subj_proper
Mia baked .	bake . agent ( x _ 1 , Mia )	exposure_example_obj_omitted_transitive
Paula	Paula	primitive
The boy shipped a sweetcorn in a house in a vessel to the dog .	* boy ( x _ 1 ) ; * dog ( x _ 13 ) ; ship . agent ( x _ 2 , x _ 1 ) AND ship . theme ( x _ 2 , x _ 4 ) AND ship . recipient ( x _ 2 , x _ 13 ) AND sweetcorn ( x _ 4 ) AND sweetcorn . nmod . in ( x _ 4 , x _ 7 ) AND house ( x _ 7 ) AND house . nmod . in ( x _ 7 , x _ 10 ) AND vessel ( x _ 10 )	exposure_example_pp_dative
A visitor liked that the hippo rolled .	* hippo ( x _ 5 ) ; visitor ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 6 ) AND roll . theme ( x _ 6 , x _ 5 )	exposure_example_unacc_subj
Abigail baked .	bake . agent ( x _ 1 , Abigail )	exposure_example_obj_omitted_transitive
A president floated Charlie .	president ( x _ 1 ) AND float . agent ( x _ 2 , x _ 1 ) AND float . theme ( x _ 2 , Charlie )	exposure_example_obj_proper
The girl shipped a donut beside a table to Daniel .	* girl ( x _ 1 ) ; ship . agent ( x _ 2 , x _ 1 ) AND ship . theme ( x _ 2 , x _ 4 ) AND ship . recipient ( x _ 2 , Daniel ) AND donut ( x _ 4 ) AND donut . nmod . beside ( x _ 4 , x _ 7 ) AND table ( x _ 7 )	exposure_example_pp_dative
