Emma hoped that the vynglyyd rolled .	* vynglyyd ( x _ 4 ) ; hope . agent ( x _ 1 , Emma ) AND hope . ccomp ( x _ 1 , x _ 5 ) AND roll . theme ( x _ 5 , x _ 4 )	exposure_example_unacc_subj
A pumpkin was reofoub .	pumpkin ( x _ 1 ) AND bnqwpqvbgxj . theme ( x _ 3 , x _ 1 )	exposure_example_passive
The girl liked that Leah mbadxfjshhercn Sophia the cake in a house .	* girl ( x _ 1 ) ; * cake ( x _ 8 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 5 ) AND awouimhwu . agent ( x _ 5 , Leah ) AND awouimhwu . recipient ( x _ 5 , Sophia ) AND awouimhwu . theme ( x _ 5 , x _ 8 ) AND cake . nmod . in ( x _ 8 , x _ 11 ) AND house ( x _ 11 )	exposure_example_do_dative
qdfnccbbx	qdfnccbbx	primitive
qdfnccbbx	qdfnccbbx	primitive
The buyer forwarded Emma ewhtayiqayw .	* buyer ( x _ 1 ) ; forward . agent ( x _ 2 , x _ 1 ) AND forward . recipient ( x _ 2 , Emma ) AND forward . theme ( x _ 2 , ewhtayiqayw )	exposure_example_obj_proper
Wyatt fbstixkaye .	ugdcqaukuniwhh . agent ( x _ 1 , Wyatt )	exposure_example_obj_omitted_transitive
The ybsgazjjxtvhdj burned the bear .	* ybsgazjjxtvhdj ( x _ 1 ) ; * bear ( x _ 4 ) ; burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 )	exposure_example_subj_common
oegbaxwthrqccq	LAMBDA a . LAMBDA e . oegbaxwthrqccq . agent ( e , a )	primitive
The sandwich llrdsynve .	* sandwich ( x _ 1 ) ; ngktsynxan . theme ( x _ 2 , x _ 1 )	exposure_example_unacc
Emma ate the xsshyftnnciob on a road .	* xsshyftnnciob ( x _ 3 ) ; eat . agent ( x _ 1 , Emma ) AND eat . theme ( x _ 1 , x _ 3 ) AND xsshyftnnciob . nmod . on ( x _ 3 , x _ 6 ) AND road ( x _ 6 )	exposure_example_obj_common
Emma yuwtvqsqtnas Charlotte .	aehljizsegise . agent ( x _ 1 , Emma ) AND aehljizsegise . theme ( x _ 1 , Charlotte )	exposure_example_active
Emma yuwtvqsqtnas a cake beside the seat .	* seat ( x _ 6 ) ; aehljizsegise . agent ( x _ 1 , Emma ) AND aehljizsegise . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 )	exposure_example_active
oegbaxwthrqccq	LAMBDA a . LAMBDA e . oegbaxwthrqccq . agent ( e , a )	primitive
A baby lended the xsshyftnnciob to the dog .	* xsshyftnnciob ( x _ 4 ) ; * dog ( x _ 7 ) ; baby ( x _ 1 ) AND lend . agent ( x _ 2 , x _ 1 ) AND lend . theme ( x _ 2 , x _ 4 ) AND lend . recipient ( x _ 2 , x _ 7 )	exposure_example_obj_common
A monkey fbstixkaye .	monkey ( x _ 1 ) AND ugdcqaukuniwhh . agent ( x _ 2 , x _ 1 )	exposure_example_obj_omitted_transitive
The boy appreciated that a vynglyyd floated .	* boy ( x _ 1 ) ; appreciate . agent ( x _ 2 , x _ 1 ) AND appreciate . ccomp ( x _ 2 , x _ 6 ) AND vynglyyd ( x _ 5 ) AND float . theme ( x _ 6 , x _ 5 )	exposure_example_unacc_subj
A book llrdsynve .	book ( x _ 1 ) AND ngktsynxan . theme ( x _ 2 , x _ 1 )	exposure_example_unacc
The girl mbadxfjshhercn Penelope a cake in a box .	* girl ( x _ 1 ) ; awouimhwu . agent ( x _ 2 , x _ 1 ) AND awouimhwu . recipient ( x _ 2 , Penelope ) AND awouimhwu . theme ( x _ 2 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . in ( x _ 5 , x _ 8 ) AND box ( x _ 8 )	exposure_example_do_dative
The cat wished that the vynglyyd rolled .	* cat ( x _ 1 ) ; * vynglyyd ( x _ 5 ) ; wish . agent ( x _ 2 , x _ 1 ) AND wish . ccomp ( x _ 2 , x _ 6 ) AND roll . theme ( x _ 6 , x _ 5 )	exposure_example_unacc_subj
Liam reddened a xsshyftnnciob .	redden . agent ( x _ 1 , Liam ) AND redden . theme ( x _ 1 , x _ 3 ) AND xsshyftnnciob ( x _ 3 )	exposure_example_obj_common
Emma yuwtvqsqtnas the student .	* student ( x _ 3 ) ; aehljizsegise . agent ( x _ 1 , Emma ) AND aehljizsegise . theme ( x _ 1 , x _ 3 )	exposure_example_active
The vynglyyd floated .	* vynglyyd ( x _ 1 ) ; float . theme ( x _ 2 , x _ 1 )	exposure_example_unacc_subj
dvalcxw painted a donut in the shoe .	* shoe ( x _ 6 ) ; paint . agent ( x _ 1 , dvalcxw ) AND paint . theme ( x _ 1 , x _ 3 ) AND donut ( x _ 3 ) AND donut . nmod . in ( x _ 3 , x _ 6 )	exposure_example_subj_proper
A sandwich was reofoub .	sandwich ( x _ 1 ) AND bnqwpqvbgxj . theme ( x _ 3 , x _ 1 )	exposure_example_passive
Emma mbadxfjshhercn Ella a cake .	awouimhwu . agent ( x _ 1 , Emma ) AND awouimhwu . recipient ( x _ 1 , Ella ) AND awouimhwu . theme ( x _ 1 , x _ 4 ) AND cake ( x _ 4 )	exposure_example_do_dative
oegbaxwthrqccq	LAMBDA a . LAMBDA e . oegbaxwthrqccq . agent ( e , a )	primitive
A boy painted a xsshyftnnciob .	boy ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND xsshyftnnciob ( x _ 4 )	exposure_example_obj_common
The creature grew ewhtayiqayw .	* creature ( x _ 1 ) ; grow . agent ( x _ 2 , x _ 1 ) AND grow . theme ( x _ 2 , ewhtayiqayw )	exposure_example_obj_proper
Ethan yuwtvqsqtnas a shirt .	aehljizsegise . agent ( x _ 1 , Ethan ) AND aehljizsegise . theme ( x _ 1 , x _ 3 ) AND shirt ( x _ 3 )	exposure_example_active
A pickle was reofoub .	pickle ( x _ 1 ) AND bnqwpqvbgxj . theme ( x _ 3 , x _ 1 )	exposure_example_passive
Ellie wxuhmftxfmev a donut on a bed in a bucket to the girl .	* girl ( x _ 12 ) ; qgbblevfkqwxxw . agent ( x _ 1 , Ellie ) AND qgbblevfkqwxxw . theme ( x _ 1 , x _ 3 ) AND qgbblevfkqwxxw . recipient ( x _ 1 , x _ 12 ) AND donut ( x _ 3 ) AND donut . nmod . on ( x _ 3 , x _ 6 ) AND bed ( x _ 6 ) AND bed . nmod . in ( x _ 6 , x _ 9 ) AND bucket ( x _ 9 )	exposure_example_pp_dative
A ybsgazjjxtvhdj tossed a gumball beside the tree .	* tree ( x _ 7 ) ; ybsgazjjxtvhdj ( x _ 1 ) AND toss . agent ( x _ 2 , x _ 1 ) AND toss . theme ( x _ 2 , x _ 4 ) AND gumball ( x _ 4 ) AND gumball . nmod . beside ( x _ 4 , x _ 7 )	exposure_example_subj_common
dvalcxw painted Ava .	paint . agent ( x _ 1 , dvalcxw ) AND paint . theme ( x _ 1 , Ava )	exposure_example_subj_proper
A hat was reofoub .	hat ( x _ 1 ) AND bnqwpqvbgxj . theme ( x _ 3 , x _ 1 )	exposure_example_passive
dvalcxw longed to walk .	long . agent ( x _ 1 , dvalcxw ) AND long . xcomp ( x _ 1 , x _ 3 ) AND walk . agent ( x _ 3 , dvalcxw )	exposure_example_subj_proper
